,ACCL_0,ACCL_1,ACCL_2,date,GYRO_0,GYRO_1,GYRO_2
0,10.112709832134293,-1.0815347721822541,1.1031175059952039,2020-06-24 19:57:33.250000+00:00,0.09052183173588925,-0.0308839190628328,-0.05324813631522897
1,9.86810551558753,-0.20863309352517986,1.6474820143884892,2020-06-24 19:57:33.263000+00:00,0.06602768903088392,-0.0010649627263045794,-0.08519701810436635
2,9.647482014388489,0.2422062350119904,2.2517985611510793,2020-06-24 19:57:33.277000+00:00,0.054313099041533544,0.0010649627263045794,-0.09052183173588925
3,9.685851318944843,0.023980815347721823,1.249400479616307,2020-06-24 19:57:33.291000+00:00,0.04046858359957402,-0.0308839190628328,-0.07667731629392971
4,9.752997601918466,-0.5059952038369304,1.369304556354916,2020-06-24 19:57:33.304000+00:00,0.013844515441959531,-0.010649627263045794,-0.0777422790202343
5,9.647482014388489,-0.7937649880095923,2.328537170263789,2020-06-24 19:57:33.318000+00:00,-0.014909478168264111,-0.003194888178913738,-0.08839190628328009
6,9.906474820143885,-1.249400479616307,1.4892086330935252,2020-06-24 19:57:33.332000+00:00,-0.03301384451544196,-0.039403620873269436,-0.09478168264110756
7,9.894484412470025,-1.023980815347722,1.1774580335731415,2020-06-24 19:57:33.345000+00:00,-0.051118210862619806,-0.0308839190628328,-0.12140575079872204
8,9.784172661870503,-0.6738609112709832,1.6354916067146283,2020-06-24 19:57:33.359000+00:00,-0.06922257720979766,-0.01597444089456869,-0.14164004259850904
9,9.597122302158274,-0.22541966426858512,2.2350119904076737,2020-06-24 19:57:33.373000+00:00,-0.08413205537806177,-0.01703940362087327,-0.15122470713525027
10,9.609112709832134,-0.0671462829736211,2.2278177458033572,2020-06-24 19:57:33.386000+00:00,-0.08519701810436635,-0.026624068157614485,-0.14270500532481364
11,9.741007194244604,-0.2014388489208633,1.5371702637889688,2020-06-24 19:57:33.400000+00:00,-0.08732694355697551,-0.039403620873269436,-0.134185303514377
12,9.817745803357314,-0.4364508393285372,1.7458033573141487,2020-06-24 19:57:33.414000+00:00,-0.09478168264110756,-0.029818956336528223,-0.14270500532481364
13,9.755395683453237,-0.3117505995203837,2.354916067146283,2020-06-24 19:57:33.427000+00:00,-0.1033013844515442,-0.022364217252396165,-0.15654952076677317
14,9.65947242206235,0.1486810551558753,2.0071942446043165,2020-06-24 19:57:33.441000+00:00,-0.1033013844515442,-0.04153354632587859,-0.16400425985090522
15,9.49400479616307,0.8057553956834532,1.565947242206235,2020-06-24 19:57:33.455000+00:00,-0.10010649627263046,-0.043663471778487756,-0.16613418530351437
16,9.400479616306955,1.0863309352517985,1.5827338129496402,2020-06-24 19:57:33.468000+00:00,-0.10010649627263046,-0.03301384451544196,-0.1554845580404686
17,9.513189448441247,0.6930455635491607,1.7985611510791366,2020-06-24 19:57:33.482000+00:00,-0.09904153354632587,-0.029818956336528223,-0.14270500532481364
18,9.70503597122302,0.19664268585131894,1.880095923261391,2020-06-24 19:57:33.496000+00:00,-0.09584664536741214,-0.02875399361022364,-0.13312034078807242
19,9.786570743405276,0.10071942446043165,1.829736211031175,2020-06-24 19:57:33.509000+00:00,-0.08839190628328009,-0.026624068157614485,-0.1395101171458999
20,9.657074340527577,0.5755395683453237,1.9904076738609113,2020-06-24 19:57:33.523000+00:00,-0.07880724174653887,-0.022364217252396165,-0.15122470713525027
21,9.431654676258994,1.1486810551558753,2.1127098321342928,2020-06-24 19:57:33.537000+00:00,-0.07135250266240682,-0.023429179978700747,-0.15122470713525027
22,9.321342925659472,1.3836930455635492,1.959232613908873,2020-06-24 19:57:33.550000+00:00,-0.054313099041533544,-0.02875399361022364,-0.13631522896698617
23,9.352517985611511,1.2470023980815348,1.9712230215827338,2020-06-24 19:57:33.564000+00:00,-0.03301384451544196,-0.024494142705005325,-0.11608093716719915
24,9.400479616306955,1.0071942446043165,2.1199040767386093,2020-06-24 19:57:33.578000+00:00,-0.012779552715654952,-0.01703940362087327,-0.09584664536741214
